userName,score,at,content
verdy engine,1,2022-02-13 16:03:48,Sertifikat vaksin ga muncul
Robi Play,1,2022-02-13 16:03:44,"sudah fvaksin kedua tapi masih kuning, bagai mana cara mengatasinya"
Vincentius Saragih,5,2022-02-13 16:03:09,Kok mau update ga bisa ya
Almeera Azzahra Alfathunissa,5,2022-02-13 16:03:07,Sangat membantu..
Ahmad Syofyan,5,2022-02-13 16:00:25,Bagus
Supri supri,5,2022-02-13 15:53:03,bagus banget
Ackontomay Ackon,2,2022-02-13 15:52:27,Untuk pengisian tanggal lahir terlalu rumit harus klik perbulannya...tolong sistemnya d per mudah
Agus Surya,4,2022-02-13 15:47:58,Download nya lama...
Bakri Bakri,3,2022-02-13 15:47:24,ok
Anton Hermawan,1,2022-02-13 15:45:07,Ribet
Zainudin 86,5,2022-02-13 15:44:03,Ok..
Ice Trisnawati,1,2022-02-13 15:42:50,Kenapa slalu pembaruan mulu ya. Padahal minggu kmren udh pembaruan. Jdi bingung saya.
Rizka Amalia sukma,5,2022-02-13 15:42:16,Keren
Nasrun Lubis,5,2022-02-13 15:41:27,Mantap betul👍
sugeng waluyo,5,2022-02-13 15:40:16,Good
Abdul Jalil,5,2022-02-13 15:37:53,Ok
amanda frozen,4,2022-02-13 15:31:20,relawan orari klaten penjegahan covid 19
dar yatmo,4,2022-02-13 15:24:29,Sangat membantu saya
Noer Hayati,1,2022-02-13 15:16:31,"🙏,.Saya instal ni apk hanya karena kesana kesini kemari harus scan barcode.🤔"
Agung Bambang,5,2022-02-13 15:16:30,Mantap
Indah Ramadhani,5,2022-02-13 15:16:15,Bisa membantu
Alea a,5,2022-02-13 15:15:53,Sangat baik
Daffa Fajar,5,2022-02-13 15:15:34,Mantap keren
Yohanes Budiman,5,2022-02-13 15:14:52,Semoga Bermanfaat Baik Bagi Semua Orang !
Angela Fikri,5,2022-02-13 15:14:49,Saya apresiasikan untuk peduli lindungi.agar masyarakat lebih menjaga kesehatannya.& menjaga jarak...
Dwi Aprillia,1,2022-02-13 15:14:48,Update mulu. Makan memory hp bnget. Gak suka
I made Agus candra,5,2022-02-13 15:11:34,Sangat bagus
Dedet Lina,5,2022-02-13 15:11:03,Aplikasi ini sangat membantu untuk saya...
PASS iNfo,4,2022-02-13 15:09:13,Mantap lagi kalau bisa buka dalqm satu kuarga
Dewi Febriyanti,4,2022-02-13 15:06:50,"Halo saya mau tanya, kok status pcr saya tidak update ? sudah konfirmasi ke lab tempat saya pcr dan tenyata sudah di verifikasi oleh pihak lab. tpi status di aplikasi saya belum update. tolong bantuannya karena saya tdk dpt scan barcode di tmpt lain."
Tri Hariyanto,4,2022-02-13 15:04:28,Ok cukup bagus
Juni Rosa,4,2022-02-13 15:02:56,Penanganan agak lambat
Rini Andriani,5,2022-02-13 15:00:50,Sangat membantu
8E Dewi Qurata Ayun,1,2022-02-13 14:59:49,Aplikasi tlolol
Wawan Yuniar,1,2022-02-13 14:58:16,Payah minta di perbarui mulu ni aplikasi
Syamsul Ma'arif,5,2022-02-13 14:58:09,Koorporatif
rinta situmorang,5,2022-02-13 14:57:52,Mantul
Wahyu Ramadhan,3,2022-02-13 14:56:18,Vaksin kedua saya belum muncul juga padahal udh 6 bulan tapi masi blum muncul keterangnya suruhh tunggu ini gimna
budi yana,5,2022-02-13 14:56:17,bagus
Herwan Suhawan,5,2022-02-13 14:55:19,Yg penting lancar
febriany Gurning,5,2022-02-13 14:54:15,Bagus 😚
Hus Nandarsultan,5,2022-02-13 14:54:03,Beri bintang Lima
Imam prakoso,5,2022-02-13 14:53:35,Bagus
fran noto,4,2022-02-13 14:50:18,Bagus
Deni Adrian,5,2022-02-13 14:45:33,Up
Atin Megawati,5,2022-02-13 14:43:57,Apk nya bagus banget fiks no debat
septianti kencana Prawijaya,1,2022-02-13 14:43:54,"Saya sudh antigen dri tgl 8 feb dan hasl sudh negatif tpi status wrn sya mash hitam belm berubah smpe skrg dan hasil swab saya juga blm berubah di aplikasi ini,hrs bagaimana?saya tny wa ke helpdesk cm di jwb mesin otomasi aja tidak ada solusi"
Siti Rofiatul,1,2022-02-13 14:42:50,"Eror ,ngak bisa ke buka"
Ebol Pratama,4,2022-02-13 14:40:55,Blm bisa login
Suprayitno Kang Mas,5,2022-02-13 14:40:12,"Saya sangat setuju dengan Adanya Apl P/L sebagai alat Traccing C-19. Ijin Mau tanya.? bila ada seseorang keadaan Sehat..Tes PCR untuk keperluan Bepergian Dengan Hasil NEGATIF.Tapi kenapa pas scane,cek in P/L warna HITAM ya.??.Mohon Pencerahan ADM..?Semangat salam sehat & Santun.Terima kasihh..🙏🙏🇮🇩🇮🇩 13022022"
Choirul Umam,5,2022-02-13 14:38:25,Penting sekali
Putu Roxis,5,2022-02-13 14:34:34,Kwren
Muhamad Ramdani,1,2022-02-13 14:34:08,Knp apk nya jadi eror dah sebelum di update gk eror knp sekarang eror makin mempersulit aja
Hennry Nainggolan,5,2022-02-13 14:33:32,😁
Ade Irsan,5,2022-02-13 14:28:25,Mantap
Indah Eni,5,2022-02-13 14:25:27,Mantap bener
Wati Aritonang,5,2022-02-13 14:24:55,Aplikasi nya sangat bagus
Roni Psht,1,2022-02-13 14:24:49,Aplikasi anying. . .. mau isi tgl lahir aja harus klik manual assu... Ga bisa ditulis. Bgsat
Ocid Pari,3,2022-02-13 14:21:35,Kemarin sudah daftar dan sudah tampil sertifikat ko sekarang jadi hilang
Delima Delima,4,2022-02-13 14:21:23,Saya bangga jd anak indonesia..
Salim Chandra,5,2022-02-13 14:20:22,Good job
Gunih Sapitri,5,2022-02-13 14:15:38,Baguss bat aplksii nya
Asep Sulfi,5,2022-02-13 14:12:05,Sangat bermang pasti
Kuli Proyek Official,5,2022-02-13 14:11:06,Jos
Arifin Ahmad,5,2022-02-13 14:10:47,Ok
Lutfi Ahmad,1,2022-02-13 14:09:13,Belajarlagi cara buat aplikasi yg baik dan benar....lopot😣
Adek Sulistio,5,2022-02-13 14:06:03,Semakin ada kemajuan
Haffian,4,2022-02-13 14:05:16,"Ini kok setelah diupdate, nggak ada cek histori perjalanan??"
Andriyanto,5,2022-02-13 14:04:58,Sangat bagus
Aska Aja,3,2022-02-13 14:04:12,Bagus
sri maryani,5,2022-02-13 14:01:06,baik
Hat Ifa,5,2022-02-13 14:00:54,ok
Keola fathiyya Arisha,1,2022-02-13 13:59:00,IT nya pada jongkok...mau klaim sertifikat ga bs..Makan gaji buta aja lo
Eeng Endawati,4,2022-02-13 13:53:38,Hb ko
Farras yoga Abdullah,5,2022-02-13 13:52:04,Semoga sehat selalu
Musa Sadat,5,2022-02-13 13:52:02,Saat menuaskan
Rudin Crewsakan,5,2022-02-13 13:51:42,Perbaikan Bug
keluarga yohanes riyanto,5,2022-02-13 13:50:19,"Sangat bagus, mudah dan jelas"
Feri Aj,5,2022-02-13 13:49:48,Good
M. Arpan Maulana,3,2022-02-13 13:47:12,Mengapa data sertikat vaksin nya gak muncul setelah di perberbaharui peduli lindungi..tolong di bantu min.
Apong Suningrat,5,2022-02-13 13:46:09,Bagus berguna kaarena saya tidak pusing nyari sertivikat
Fabian فابياان,2,2022-02-13 13:45:15,"Ribet Ajg Pake ini Kadang"" Bisa Kadang"" Gak bagus liatin kartu vaksin aja"
hafis wirdana,5,2022-02-13 13:41:00,Ok
Ratih Anggraeny,5,2022-02-13 13:32:19,bagus
jhoni,5,2022-02-13 13:31:55,Good
Endang Setiadi,5,2022-02-13 13:29:06,Good
Adith patra wiguna,5,2022-02-13 13:28:56,sangat bagus
ika septian,1,2022-02-13 13:27:36,Knpa jd ginii sih aplikasi nya .. Awal nya dlu bisa d pake .. Skrg malah gag bisa ..
Cuzy rakayo81,1,2022-02-13 13:27:09,Susah untuk klaim sertivikat
Sutar Singasari,5,2022-02-13 13:26:12,Sangat baik
Anjan Sabita,1,2022-02-13 13:25:58,Bintang menjawab
Na Difa,5,2022-02-13 13:24:26,setuju
Wastam Ncek,1,2022-02-13 13:23:25,Cari thn dan tgl nya ribet.
Muhammad Rafi,4,2022-02-13 13:22:56,bagus bgt
Wirahadi Sanjaya,1,2022-02-13 13:21:57,"Sy baru donlod Stelah masukkan no tlp kok kode nya ngk masuk2, udh coba pakai 2 hp?"
Pasir Pengaraian,5,2022-02-13 13:21:57,Oke
Riama Lestina,5,2022-02-13 13:20:52,Bagus
deasy rosalina,1,2022-02-13 13:20:41,"Status peduli lindungi tiba2 berubah mjd hitam, pdhal hsl PCR di tgl 7/2/2022 dinyatakan Negt cov19"
Asep Permana,5,2022-02-13 13:19:59,Bagus
Rozi Goang,5,2022-02-13 13:18:35,Ok lah
Anhar Zulkarnain Zulkarnain,5,2022-02-13 13:18:08,Bagus
36. Yura tama,1,2022-02-13 13:17:10,"selalu stuck di tulisan pedulilindungi, ga bisa dibuka"
raden rahmatullah,5,2022-02-13 13:15:54,You are good
Suryami Jamien,1,2022-02-13 13:13:08,Susah banget mau klim sertifikasi
Yeni Nuraeni,5,2022-02-13 13:11:15,Kereen
Kharis Abd,5,2022-02-13 13:10:06,Mantap
Nur Wahyudi,5,2022-02-13 13:08:40,Sangat bagus
Arief Wiyanto,5,2022-02-13 13:07:59,Very 👍 Good
Don Bosco Rasong,1,2022-02-13 13:07:14,Aplikasi masih jauh dari bIk
Pandu Bramastra,3,2022-02-13 13:06:40,Ini aplikasi nya LORD ya?
Marihot Siboro,5,2022-02-13 13:06:13,Mantap...
Risma Putu Wijayanti,5,2022-02-13 13:03:17,Nga bisa masukin nomor handphone . Udah PCR tapi hasilnya nga muncul.
Tunggul Tampubolon,5,2022-02-13 13:01:47,"Certificat vaksin 1, 2 & 3 sdh lengkap , Tksh. 👍👍👍"
Dannar Poetra,1,2022-02-13 13:00:45,Ngambil sertifikat vaksin aja ribet kudu ada tanggal vaksin nya kapan. Kalo saya lupa susah. Dulu gak seribet ini loh. UI nya juga bagus yang lama.
solikin solikin,5,2022-02-13 12:58:32,Jos
Rudiyar Sembiring,5,2022-02-13 12:57:58,Best
anshari anshari,5,2022-02-13 12:57:05,Mantab
Regina Shabilla,5,2022-02-13 12:56:34,Bagus
Wisnu Sundari,1,2022-02-13 12:52:25,Aplikasi akal2an ribetttt.......ga bermutu
Muhammad Yusuf,5,2022-02-13 12:51:11,Bagus lah
Januarius 01,1,2022-02-13 12:47:50,Mntap
Muhammad Nuh,5,2022-02-13 12:46:30,Mantap
N SG,1,2022-02-13 12:46:20,Ruwet
Suremi Remi,4,2022-02-13 12:45:09,Ok
Iwan Sugiarto,5,2022-02-13 12:42:10,Aplikasi pantau covid19 bagus
Vincent Jeremiah,4,2022-02-13 12:41:45,Ini saya sudah 6 bulan lebih kenapa undangan vaksin ke-3 masih belum muncul ya?
Ferdiana Suzan,2,2022-02-13 12:40:46,Kenapa ga bisa di liat setifikat vaksin ku padahal sudah diupdate...mohon dibantu dong gaes
Putri Sari,5,2022-02-13 12:40:06,Good
muclhis kuntring,5,2022-02-13 12:38:41,Terimakasih
Mimi Bintoro,5,2022-02-13 12:38:23,Ok
Tri Wangi,1,2022-02-13 12:32:34,Updte data malah hilang.. cuman muncul satu nama yg awalnya dua nama yg tertera
Bambang Suwito,5,2022-02-13 12:32:33,Sangat bagus selali
ZakaXnord 27,1,2022-02-13 12:31:40,"Udah vaksin ke 2 tp tandanya masih kuning, seharusnya kalo udah vaksin ke 2 kan warna nya ijo"
Baktiar Zebua,5,2022-02-13 12:30:38,bapak kau berasal dari konoha
Pika Hidayati,1,2022-02-13 12:30:24,"saya sudah vaksin lengkap tapi di app tidak lengkap, status saya masih berwarna kuning jd tidak diprbolehkan masuk mall. Telp call center nya jga ga berguna bgt"
Santoso Oso,5,2022-02-13 12:30:12,Bagus bangat..
Asep Irama,5,2022-02-13 12:30:12,Sangat membantu
Marcelus Tefa,4,2022-02-13 12:29:25,Membantu
Anazt Ari,5,2022-02-13 12:27:11,Bagus
komarudin parit,1,2022-02-13 12:27:02,belom nyobain
Tika Suryati,5,2022-02-13 12:26:45,Bagus
Nenk Dhiyana,5,2022-02-13 12:24:07,"Knapa ga terbit,,, hasil kartu vaksin anak saya,,, ko di beda beda kan,,"
Taufik Hidayat,1,2022-02-13 12:23:16,Kasih bintang 1 dulu soal ny eg bsa download akpikasi ny kenp yh
Vanni Langi,5,2022-02-13 12:21:43,Sangat membantu informasi terkini mngenai virus covid 19 dan virus onicrom
Hamidin Midin,5,2022-02-13 12:21:24,Lama Downloadnya
Ari Kushariono,4,2022-02-13 12:20:48,Bagus
Ahring SR,5,2022-02-13 12:16:30,Sangat bermanfaat
Arafah bajry27,1,2022-02-13 12:13:46,Susah didonlowd
Nuris lia,4,2022-02-13 12:13:02,"Cek masuk kesuatu tempat ,sangat bermanfaat."
Intan Intan,1,2022-02-13 12:12:16,Gak jelas. Status hitam. Berubah hijau udah bener. Dicheck ulang jadi hitam lagi
Roesfiansjah Rasjidin,5,2022-02-13 12:12:11,Informatif
Refina Nur,5,2022-02-13 12:12:04,Bagus kok masih bisa sertifikat vaksin nya juga gak ilang kok
Mahardhika Pieplenbosch,1,2022-02-13 12:08:46,"Lagi dan lagi, error lagi..... Makin gak nyaman pakai nya..."
Wiwi Renata,5,2022-02-13 12:07:08,Ok
Joko Bambang,5,2022-02-13 12:05:23,Bagus
Ugik Wates,1,2022-02-13 12:04:06,Suka keluar sendiri Masuknya juga lama
Mia Dama,5,2022-02-13 12:03:35,Saya kasih bintang 5. Tapi ko sertifikat vaksin nya ga muncul. Tolong bantuanya
Sandi Mija,5,2022-02-13 12:01:14,Tambahin fitur mode gelap nya 👍🙏
Dewi Legy pradini,3,2022-02-13 12:00:52,Ko saya udah vaksin dari tanggal vaksin pertama tanggal 13 desember 2021 abis itu vaksin ke 2 tanggal 18 Januari 2022 abis itu ko sertifikasi vaksin blm keluar ya udah lama banget lg Tolong dong peduli lindungi keluarin sertifikat nya
Riwaldi saputra,5,2022-02-13 11:53:42,Good mantap
MadMic Automan,1,2022-02-13 11:51:44,Tolong diperbaiki ya proses data vaksinya sangat menyusahkan terutama input tanggal lahirnya sangat susah dan lag skali tolong diperbaiki terimakasih
Rafa Supriyawan,5,2022-02-13 11:51:10,👍👍👍
zen nuri,4,2022-02-13 11:50:54,smoga ada manfaat bg kita smuanya. 😷😷😷😷☔☔
Dede Nurdin,3,2022-02-13 11:49:01,Ok
Agus Rusdi,1,2022-02-13 11:47:20,Males update terus
BURHANUDDIN,5,2022-02-13 11:46:52,Aplikasih ini sangat membantu saya dalam segala hal...makasih ya..dalam dantun dr saya
SANTOSA 240963,4,2022-02-13 11:46:20,Mempermudah pengecekan dalam perjalanan
Doddy Setiawan,3,2022-02-13 11:46:18,Susah masuknya kenapa ya
Lily Boling,5,2022-02-13 11:45:48,Sangat membantu masarakat indonesia
ANDRI SUB,2,2022-02-13 11:44:15,2 sik lancar ora
Amalia Cholilah Tasrip,2,2022-02-13 11:44:12,Masa tadi aku masuk mall g pencet g apa check out sendiri hadeh gmn ini apknya
Muhammad Rafly Ramadhan,3,2022-02-13 11:43:10,UDAH VAKSIN 2X PFIZER TAPI SERTIFIKAT TIDAK MUNCUL DAN NIK TIDAK VALID KENAPA YA :( Data identitas udah di isi dengan benar
pipid anis nur fitria,5,2022-02-13 11:42:59,Good job
Al Ghifrotul Amalia,5,2022-02-13 11:41:07,ok
Reghi Agin,4,2022-02-13 11:38:07,"Sudah diupdate dan diperbaiki sekarang vaksin 1 dan 2 sudah muncul,thx"
syaeful rahmad,4,2022-02-13 11:32:50,Sangat membantu
Ajonasrulhendra Nasrul,5,2022-02-13 11:32:44,ok
Setiawan Aten,5,2022-02-13 11:29:06,Ok
ZULFIKAR & YUMNA,1,2022-02-13 11:28:49,Gak ada bagus2nya Buruk banget
Dewi Dilahlampung21,5,2022-02-13 11:28:06,Mantul tuk pensegahsn semua macam penyakit
Amelia Putri,5,2022-02-13 11:25:41,Sangat membantu
Frendi Setiawan,5,2022-02-13 11:25:06,"Sangat berguna min, apalagi setelah mamaku melihat bukti vaksin dari aplikasi peduli lindungi, dia bangga sekali 😁"
Ibrahim Sakti,5,2022-02-13 11:23:08,Gut
Anugrah Ajt,5,2022-02-13 11:22:58,Good
valtira gessa,2,2022-02-13 11:22:38,Fitur pencarian daftar lab pemeriksa antigen berdasarkan kota/klinik masih bug saya harus car manual berdasarkan urutan kota
rey revolta,1,2022-02-13 11:22:28,Aplikasi kocak. Sering error. Kalo bukan karena wajib punya aplikasi ini ga bakal saya download.
Dzakirah faris Mulyadi putri,5,2022-02-13 11:18:50,Aplikasi in sangat membantu saya untuk melihat sertifikat vaksin saya
Mohammad Lazim,5,2022-02-13 11:18:12,Apik
Ahmad Hayadi,4,2022-02-13 11:17:00,Ok
Wa gino,1,2022-02-13 11:14:42,Sering di update mulu
Mulyani Efendi,5,2022-02-13 11:14:27,Sangat bermanfaat
Wadil Eces,5,2022-02-13 11:14:25,Sudah vaksin dua kali tapi di apk Ko masih merah
yamaha mx,2,2022-02-13 11:13:25,baguss sekali
Dedi Sumantri,5,2022-02-13 11:12:27,mantap ini aplikasi
Aulia Taswin,5,2022-02-13 11:12:11,Very good
Bayu R Hengky,5,2022-02-13 11:12:06,Sangat membantu
Kaliwungu Kota Santri,1,2022-02-13 11:11:52,NOL BESAR
Herry Kurniawan,5,2022-02-13 11:10:24,Bagus
Aswin Fadjar bharata,5,2022-02-13 11:09:06,Bagis utk cek posisi dan kondiai daerah yg terlena covid dan bisa membuat kita lebih waspada dan hati2.
Rajawali Prasetya,2,2022-02-13 11:05:48,Data saya kenapa tidak ada dalam aplikasi ini. Padahal saya sudah mengisi sesuai kartu yang saya dapat
indri yani,1,2022-02-13 11:02:35,Pembaruan terus parah.
nanto itno,5,2022-02-13 11:01:01,Ok
Muhamad Fahmi,5,2022-02-13 10:59:35,Bagus Bermanfaat
Santi Buta,5,2022-02-13 10:55:49,sudah vaksin ke 2 vaksin sinovac
Anak Rantau,1,2022-02-13 10:55:03,Aplikasi apa ini masa buat cek sertifikat vaksin gak bisa.tolong lah ini sertivikat penting gimana si mengecewakan
Indra saputra,5,2022-02-13 10:54:30,Mantap
Nina Gemini,5,2022-02-13 10:54:28,Hanging out
nila krisna,5,2022-02-13 10:54:20,Baiklah
ahmad syahrial,1,2022-02-13 10:54:16,"Ini kenapa kok data vaksin ke 2 saya belum ada sampe sekarang??? Udah 2 bulan masih juga belum ada datanya, harus komplain kemana ini????"
Junia Eka Repti,1,2022-02-13 10:53:06,Tidak update. Udah jelas - masih status + . Alhasil saya tidak bisa kemana mana.
kuluq Qohar,5,2022-02-13 10:50:34,Bagus
Yakub 123,5,2022-02-13 10:50:33,Sangat amat membantu terima kasih
Mohammad Soleh,5,2022-02-13 10:50:24,Sangat membantu
Didik Hariyanto,5,2022-02-13 10:49:06,Sip mantap
Fatwa Ramadhan,3,2022-02-13 10:46:56,"Aplikasi peduli lindungi saya tidak mncul/ terdapat jadwal vaksin booster,sedangkan apk peduli lindungi istri saya muncul,"
David David,2,2022-02-13 10:46:33,Ok
Moedji WahyouD,3,2022-02-13 10:46:31,Lumayan
Zain Abd,1,2022-02-13 10:46:13,Baik
Edwardnadeak Edo,5,2022-02-13 10:44:15,Ok
Firman Firdaus,4,2022-02-13 10:42:02,Mempermudah askes
wahid sharoni,5,2022-02-13 10:41:29,Ini bagus
setio nov,5,2022-02-13 10:41:04,Good
apink bugis,5,2022-02-13 10:37:50,Luar Biasa !
akbar armadian,2,2022-02-13 10:36:46,"Peduli lindungi saya kok jd ga bs login ya stelah pembaruan aplikasi itu kenapa ya,, jd ga bisa kluar masuk tempat umum 😭😭"
Dany Hermansyah,1,2022-02-13 10:36:18,"Vaksin udah semua sesuai tpi sertifikat gak muncul, giliran klaim ada aja fullname not match lah, captcha salah lah. Padahal semua udah bener. Disini kadang jengkel saat semua diarahkan untuk satu jalur tpi jalurnya sendiri gak di persiapkan dengan baik. Bikin aturan ketat tapi fasilitas tidak lengkap 👍👍👍"
Siswoyo Fadillah,5,2022-02-13 10:36:06,Mantap
wins parancak,5,2022-02-13 10:35:27,Josss
Salwa Nabila,1,2022-02-13 10:33:04,"Lucu dengan pemerintah...,sok pinter tpi buat aplikasi kaya gini aja ribetnya mnta ampun"
Freddy J Nahusuly,5,2022-02-13 10:32:52,SIMPLE BAGUS
Hadi Farmanto,5,2022-02-13 10:32:26,Luar biasa
Rahma Medica,5,2022-02-13 10:32:12,Good
ilham putra,5,2022-02-13 10:29:10,Berguna sekali aplikasi ini
Arafatul Huda,5,2022-02-13 10:28:44,Mantap
erol mamagreen,1,2022-02-13 10:27:41,Gak cerdas dan gak manula able
Asrul Asrul,5,2022-02-13 10:27:37,Sangat bagus
Canis Prakoso,3,2022-02-13 10:24:13,Biasa saja
rokok samsu,4,2022-02-13 10:20:58,4 ys
Anang Nugroho,4,2022-02-13 10:15:55,OK
Paulus Sadewa Putra,5,2022-02-13 10:15:46,Bagus Terkoneksi dengan cepat
Mega Wati,5,2022-02-13 10:14:39,Membantu
Nadila Poetri,2,2022-02-13 10:14:07,Iyet suryatis
fajjar abd,1,2022-02-13 10:13:47,"Update mulu ,,bosen muak,, Bentar2 update,,, ngga guna"
nurdiana yusuf,5,2022-02-13 10:13:28,Good
Achmad Saifudin,2,2022-02-13 10:11:51,Baik
Nurma Amelia,1,2022-02-13 10:09:58,Hallo..perkenalkan nama saya NURMA AMELIA LAILIYAH Kls 11 smk..saya taun kemarin sudah vaksin ke 2...gimana cara nemuin sertifikat vaksin saya? Karna dlu saya makek nomer yang gk aktif trus saya lupa kalo itu kartunya rusak😭😭
Dina Kurniawan,5,2022-02-13 10:08:00,Harus lebih akurat
Suryati Yati,5,2022-02-13 10:06:26,Data akurat dan dapat dijadikan tambahan ilmu pengetahuan
Michael Frendy,5,2022-02-13 10:06:01,PEDULI SAYANGI
Y. N. Y Arnanda,5,2022-02-13 09:59:01,Care & Protect
Mas Wi,5,2022-02-13 09:57:41,"Terus perbaharui sesuai keinginan msyrkt dlm mempermudah penggunaan 👍👍👍. Jgn sibuk meminta lokasi kayak bini gw, membaca file perangkat dll yg buat hp jd penuh atau apk berat. Buat yg komorbid bgmn nih kemenkes terutama pemerintah. Thx"
Agus Hendraningrat,5,2022-02-13 09:56:02,Tidak ada yang perlu dikomentarin
Yossie Roempoko,5,2022-02-13 09:53:39,Ok
Setiawan Ridho,5,2022-02-13 09:52:45,Keren
Moh Taufik,1,2022-02-13 09:48:57,Kurang profodinal percuma d vaksin gak ngefek
Muhammad Zulhendra71,5,2022-02-13 09:46:58,Sangat bermanfaat
PEKA AND FRIENDS,1,2022-02-13 09:46:09,Ruwet
eddy wijaya,5,2022-02-13 09:45:30,Sangat bermanfaat dan berguna.
Bunda Ziya,5,2022-02-13 09:43:00,Sangat memudahkan untuk sertifikat vaksin dan segala informasi mengenai covid ... Terimakasih
Atmi Bandaaceh,5,2022-02-13 09:42:55,Sagat Bagus
Ajat Sudrajat,3,2022-02-13 09:42:52,Ripuh siti
Pak Arbain,5,2022-02-13 09:42:20,"Bagus ,kita jadi dapat infor Masi apa yg kita perlukan"
Haykal Rasya,5,2022-02-13 09:38:37,Bagusbanget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!¡!!!!!¡!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!¡!!!!!!!!!!!!¡!!!!!!!!!!!
Surono Surono,5,2022-02-13 09:37:47,Oke lah
Dafa Havis,5,2022-02-13 09:37:20,Sangat membantu
ADINDA AGUSTININGSIH,5,2022-02-13 09:34:10,Good job
Muhammad Basri,3,2022-02-13 09:32:14,Ada masalah dan agak ngelag untuk dimenu menambahkan sertifikat vaksin saat memilih tanggal lahir... Yolong segera di fix ya makasih...
Apa Doanya,1,2022-02-13 09:29:35,Berkali kali di update tapi gak bisa Pliissss jangan payah lahhhh
Permadi Erningpraja,5,2022-02-13 09:27:35,👍👍
Risky Syahputra,5,2022-02-13 09:27:08,Baik
Randyarmorera Randy,2,2022-02-13 09:26:34,APD trus
Nurul Husna,5,2022-02-13 09:24:19,Aku suka paksin
maria _aisin,5,2022-02-13 09:24:18,👍👍👍
Nenny Astutie,5,2022-02-13 09:21:50,Insya Allah seluruh rakyat dapat menikmati manfaatnya vaksin
Grab Hartijo,5,2022-02-13 09:19:55,Baik
Sakti Wahyu,1,2022-02-13 09:19:12,"Kan aku udah vaksin dosis ke 2,kok ngk keluar² hasilnya,padahal aku udah tunggu 1 bulan,tolong perhatiannya🙏"
taupik abdul rasyid,3,2022-02-13 09:18:25,Loading saat pertama kali buka halaman pertama saat mau scan qr code untuk cekin ke fasilitas publik
Reza Fahrul roji,5,2022-02-13 09:16:16,Sangat membantu
Faturrohman,3,2022-02-13 09:15:13,"Saya login menggunakan data diri saya dengan benar tetapi kartu vaksin tidak muncul, saya coba pilih menggunakan ""klaim sertifikat vaksin"" disuruh memasukan tgl vaksin tapi saya lupa saya vaksin tanggal berapa,mungkin ada saran terkait masalah saya tadi?"
Rizky aufa,1,2022-02-13 09:14:10,Kenapa yah pas buka peduli lindungi gk bisa bikin sertifikat vaksin apakah ada solusi? Sudah beberapa kali coba tapi tetep vertifikasinya trs trsan gk ada berhentinya
Heru Jimi,5,2022-02-13 09:11:33,Sangat membantu sgala aktivitas
Freddy Tandean,5,2022-02-13 09:11:13,Mudah
Ahmad Supriadi,5,2022-02-13 09:06:54,Mantap
Shantuy Sany,5,2022-02-13 09:04:52,Sangat membantu
Haer Udin,5,2022-02-13 09:01:38,Ok
margaretha numba,1,2022-02-13 09:01:18,Tidak membantu saya karena sertifikat vaksin kedua saya tidak muncul
Hilmar Panjaitan,4,2022-02-13 08:58:36,Oke
WITIN TAMDIDI,4,2022-02-13 08:55:28,👍🏻👍🏻👍🏻👍🏻
